,year,month,day,lon,lat,raintot,tmaxavg
0,1981,1,1,-122.433,40.5734,74.0,15.0634
1,1981,1,5,-119.161,35.5211,16.0,18.4718
2,1981,1,5,-120.952,37.5956,7.0,16.4225
4,1981,1,8,-116.126,33.665,1.0,25.4155
5,1981,1,8,-116.207,33.6497,1.0,25.3592
6,1981,1,8,-119.479,35.1367,18.0,18.2113
7,1981,1,8,-121.276,38.2511,49.0,15.9789
8,1981,1,8,-121.491,38.5758,63.0,15.8169
9,1981,1,8,-122.921,39.0232,121.0,14.5634
10,1981,1,15,-116.087,33.4594,0.0,24.7113
11,1981,1,15,-116.354,33.735,0.0,24.0493
12,1981,1,15,-119.323,36.3201,27.0,16.6761
13,1981,1,15,-119.682,36.4294,18.0,16.2535
14,1981,1,22,-121.375,38.397,108.0,14.493
15,1981,1,22,-121.375,38.397,108.0,14.493
16,1981,1,22,-121.393,38.5624,121.0,14.3944
17,1981,1,22,-121.417,38.3801,115.0,14.5352
18,1981,1,22,-121.417,38.3801,115.0,14.5352
19,1981,1,22,-121.497,38.7288,102.0,14.3592
20,1981,1,29,-122.79,38.5156,239.0,15.169
21,1981,1,29,-122.817,38.5403,252.0,15.2606
22,1981,2,5,-117.854,33.6667,13.0,19.831
23,1981,2,5,-118.594,34.1578,25.0,19.1197
24,1981,2,5,-118.594,34.1578,25.0,19.1197
25,1981,2,11,-122.686,38.9899,259.0,12.8944
26,1981,2,12,-119.11,35.16,14.0,16.9014
27,1981,2,12,-121.979,37.7767,135.0,14.493
28,1981,2,18,-117.323,33.2532,37.0,20.4296
29,1981,2,18,-117.346,33.1739,44.0,19.7465
30,1981,2,19,-121.404,38.6061,198.0,13.993
31,1981,2,19,-121.476,38.6856,187.0,14.0352
32,1981,2,20,-117.207,32.9992,38.0,20.1549
33,1981,2,21,-121.639,38.0144,100.0,14.6056
34,1981,2,25,-118.096,34.0203,54.0,20.7606
35,1981,2,26,-121.755,36.8542,45.0,16.7676
36,1981,3,4,-119.483,35.8833,17.0,16.2394
37,1981,3,5,-120.222,36.7481,16.0,15.7676
38,1981,3,5,-120.445,36.8471,23.0,15.7676
39,1981,3,5,-120.567,36.9091,23.0,15.7254
40,1981,3,5,-121.725,36.8417,66.0,16.6127
41,1981,3,11,-122.601,39.0749,170.0,13.7535
42,1981,3,19,-120.088,36.773,14.0,16.4789
43,1981,3,19,-121.375,38.397,102.0,15.4296
44,1981,3,19,-121.856,37.6636,78.0,15.7958
45,1981,3,26,-120.141,36.3992,61.0,16.993
46,1981,3,26,-122.242,40.4458,274.0,16.169
47,1981,4,2,-117.903,33.9346,146.0,20.9718
48,1981,4,2,-118.025,34.1112,142.0,21.8873
49,1981,4,2,-118.069,34.0688,139.0,21.9718
50,1981,4,2,-118.069,34.0688,139.0,21.9718
51,1981,4,2,-118.109,33.8781,140.0,21.2606
52,1981,4,2,-118.192,33.9182,147.0,21.2113
53,1981,4,3,-120.141,36.3992,80.0,17.5352
54,1981,4,7,-121.967,38.8838,145.0,16.9789
55,1981,4,9,-118.378,34.0022,215.0,21.007
56,1981,4,9,-118.566,34.3819,211.0,19.0563
57,1981,4,9,-119.583,36.335,98.0,18.2887
58,1981,4,9,-119.782,36.2833,85.0,18.4507
59,1981,4,10,-119.026,35.3128,36.0,19.7113
61,1981,4,15,-119.164,35.3464,38.0,20.3944
62,1981,4,15,-120.321,37.2581,111.0,19.007
63,1981,4,15,-120.492,37.1361,92.0,18.9718
64,1981,4,15,-121.547,39.0372,126.0,18.507
65,1981,4,15,-121.567,38.6479,134.0,18.0915
66,1981,4,15,-121.576,38.6275,135.0,18.0845
67,1981,4,15,-121.597,39.1424,129.0,18.5563
68,1981,4,15,-121.619,39.1494,127.0,18.5775
69,1981,4,15,-121.692,38.3667,131.0,18.2887
70,1981,4,15,-121.712,38.6101,133.0,18.0845
71,1981,4,15,-121.724,38.7967,119.0,18.2606
72,1981,4,16,-118.622,34.4311,196.0,20.2887
73,1981,4,16,-121.149,38.686,187.0,17.9014
74,1981,4,16,-121.336,38.6886,157.0,18.1408
75,1981,4,16,-121.383,38.4255,138.0,18.3662
76,1981,4,16,-121.397,38.6061,149.0,18.2183
77,1981,4,16,-121.491,38.5758,143.0,18.2183
78,1981,4,16,-121.502,38.2462,119.0,18.5423
79,1981,4,16,-121.555,38.4954,137.0,18.2817
80,1981,4,16,-121.635,38.5228,138.0,18.2535
81,1981,4,16,-121.677,38.5864,133.0,18.2606
82,1981,4,16,-121.795,38.6826,130.0,18.2394
83,1981,4,16,-121.795,38.6826,130.0,18.2394
84,1981,4,17,-121.656,39.1609,124.0,18.8803
85,1981,4,22,-118.489,34.1728,121.0,21.5211
86,1981,4,22,-118.489,34.1728,121.0,21.5211
87,1981,4,22,-118.801,34.1947,106.0,19.1549
88,1981,4,22,-118.902,34.3956,115.0,21.6549
89,1981,4,22,-119.135,34.4364,102.0,18.4718
90,1981,4,22,-121.018,37.3164,49.0,19.6761
91,1981,4,22,-121.283,38.6208,112.0,19.0423
92,1981,4,22,-121.375,38.397,81.0,19.1479
93,1981,4,23,-121.515,39.7869,217.0,15.2887
94,1981,4,23,-121.573,39.4233,111.0,19.4718
95,1981,4,23,-121.617,39.1404,66.0,19.5211
96,1981,4,23,-121.667,39.2763,79.0,19.5775
97,1981,4,23,-121.863,39.7758,99.0,19.4789
98,1981,4,23,-121.882,39.3033,64.0,19.5563
99,1981,4,23,-122.068,37.9439,54.0,18.993
100,1981,4,23,-122.089,39.8972,84.0,19.1972
101,1981,4,23,-122.142,37.848,63.0,17.5211
102,1981,4,23,-122.613,38.1169,88.0,18.4225
103,1981,4,24,-119.457,35.1423,33.0,19.8662
104,1981,4,29,-121.131,37.7361,46.0,20.1479
105,1981,4,29,-122.523,38.1731,132.0,19.5
106,1981,4,29,-122.564,38.1403,132.0,19.4014
107,1981,4,30,-119.024,36.1881,67.0,21.8592
108,1981,4,30,-121.423,37.9542,73.0,20.0634
109,1981,4,30,-121.497,39.0833,133.0,19.9648
110,1981,4,30,-121.497,39.0833,133.0,19.9648
111,1981,4,30,-121.754,39.1634,124.0,20.1338
112,1981,4,30,-121.827,37.6553,95.0,18.7324
113,1981,4,30,-121.913,38.0253,125.0,19.7887
114,1981,4,30,-122.01,39.7386,181.0,20.0704
115,1981,4,30,-122.29,40.4614,221.0,19.3169
116,1981,4,30,-122.327,40.4847,227.0,19.2394
117,1981,4,30,-122.328,38.0008,156.0,19.2746
118,1981,4,30,-122.328,38.0008,156.0,19.2746
119,1981,5,6,-116.207,33.6497,113.0,28.1056
120,1981,5,6,-119.723,36.7356,93.0,21.5704
121,1981,5,6,-120.462,37.6622,139.0,21.1127
122,1981,5,6,-121.276,38.2511,129.0,20.8521
123,1981,5,6,-121.382,38.4235,152.0,20.6127
124,1981,5,6,-121.713,38.7342,223.0,20.8028
125,1981,5,7,-118.3,34.0419,416.0,22.7324
126,1981,5,7,-118.427,33.9261,347.0,21.3169
127,1981,5,7,-118.633,34.2372,485.0,21.4366
128,1981,5,7,-119.029,35.3583,52.0,22.9366
129,1981,5,7,-119.333,35.5986,56.0,22.5211
130,1981,5,7,-120.755,37.6239,110.0,21.1268
131,1981,5,7,-121.081,37.5369,85.0,21.1408
132,1981,5,7,-121.407,38.7256,182.0,20.5704
133,1981,5,7,-121.567,38.6479,193.0,20.6761
134,1981,5,7,-121.569,38.4592,183.0,20.6901
135,1981,5,7,-121.619,39.1494,181.0,21.2465
136,1981,5,7,-121.882,39.3033,177.0,21.4014
137,1981,5,7,-121.882,39.3033,177.0,21.4014
138,1981,5,8,-122.493,38.9649,220.0,18.8099
139,1981,5,13,-119.318,35.8339,67.0,22.9296
140,1981,5,13,-119.375,35.8336,68.0,22.993
141,1981,5,13,-120.126,36.8097,94.0,21.8944
142,1981,5,13,-120.462,37.6622,149.0,21.4085
143,1981,5,13,-120.536,37.2853,106.0,21.6338
144,1981,5,13,-121.149,38.1631,125.0,21.4085
145,1981,5,13,-121.286,37.9436,101.0,21.4225
146,1981,5,14,-118.489,34.1728,469.0,21.8028
147,1981,5,14,-118.497,34.2897,454.0,21.2535
148,1981,5,14,-120.981,37.3558,99.0,21.4085
149,1981,5,14,-120.981,37.3558,99.0,21.4085
150,1981,5,14,-121.027,37.3164,101.0,21.3239
151,1981,5,14,-121.131,37.7361,95.0,21.5352
152,1981,5,14,-121.276,38.2511,146.0,21.338
153,1981,5,14,-121.283,38.6208,200.0,20.838
154,1981,5,14,-121.333,38.0556,119.0,21.4648
155,1981,5,14,-121.478,38.6267,213.0,21.0352
156,1981,5,14,-121.617,39.1404,220.0,21.6127
157,1981,5,14,-121.68,39.2958,225.0,21.7042
158,1981,5,14,-121.724,38.7967,244.0,21.4648
159,1981,5,14,-121.749,39.2813,213.0,21.7746
160,1981,5,14,-121.841,39.2936,214.0,21.7958
161,1981,5,14,-121.964,38.1722,238.0,21.0282
162,1981,5,14,-121.992,37.5619,153.0,19.8662
163,1981,5,14,-122.142,38.1964,262.0,20.8732
164,1981,5,14,-122.262,38.14,261.0,20.6197
165,1981,5,15,-121.417,38.3801,190.0,21.2887
166,1981,5,15,-121.497,38.7288,227.0,21.3099
167,1981,5,19,-121.373,37.7536,97.0,22.1338
168,1981,5,19,-121.431,37.7456,98.0,22.0
169,1981,5,20,-119.451,36.5919,156.0,23.2254
170,1981,5,20,-119.575,36.4506,131.0,23.3873
171,1981,5,20,-120.321,37.2581,146.0,22.7324
172,1981,5,20,-121.679,37.9986,166.0,22.007
173,1981,5,20,-121.722,36.7867,179.0,19.6408
174,1981,5,20,-121.725,36.8417,208.0,19.4577
175,1981,5,21,-121.207,38.1758,147.0,22.7042
176,1981,5,21,-121.209,37.7981,108.0,22.6972
177,1981,5,21,-121.215,37.6567,103.0,22.6338
178,1981,5,21,-121.431,37.7456,98.0,22.3873
179,1981,5,21,-121.431,37.7456,98.0,22.3873
180,1981,5,21,-121.544,38.9471,241.0,22.7113
181,1981,5,21,-121.547,39.0372,235.0,22.7113
182,1981,5,21,-121.547,39.0372,235.0,22.7113
183,1981,5,21,-121.584,39.1536,239.0,22.8028
184,1981,5,21,-121.632,36.7831,174.0,19.493
185,1981,5,22,-122.687,38.3836,308.0,21.2606
186,1981,5,26,-116.179,33.6761,70.0,29.8662
187,1981,5,27,-121.001,37.9306,113.0,23.3662
188,1981,5,27,-121.251,38.0372,106.0,23.2535
190,1981,5,28,-117.77,33.9014,243.0,22.0915
191,1981,5,28,-117.778,33.8161,203.0,22.162
192,1981,5,28,-117.854,33.6667,175.0,21.4859
193,1981,5,28,-119.4,35.8667,72.0,25.1127
194,1981,5,28,-119.464,36.7367,154.0,23.9437
195,1981,5,28,-120.081,36.9742,112.0,23.669
196,1981,5,28,-121.011,37.4319,73.0,23.1338
197,1981,5,28,-122.346,37.5606,195.0,18.0
198,1981,6,2,-117.886,33.8945,79.0,22.5986
199,1981,6,2,-117.903,33.9346,119.0,22.4296
200,1981,6,3,-118.594,34.1578,117.0,20.8169
201,1981,6,3,-119.024,36.1881,60.0,25.3803
202,1981,6,3,-120.343,36.6815,24.0,24.4085
203,1981,6,3,-120.853,37.0528,28.0,23.0352
204,1981,6,3,-122.202,39.5203,56.0,24.2606
205,1981,6,3,-122.219,37.4925,72.0,19.5704
206,1981,6,3,-122.366,37.5905,81.0,18.3239
207,1981,6,4,-115.921,33.5108,14.0,30.8099
208,1981,6,4,-116.123,33.6172,15.0,30.6479
209,1981,6,4,-116.252,33.7173,19.0,30.3099
210,1981,6,4,-118.039,33.9367,97.0,22.669
211,1981,6,4,-118.039,33.9367,97.0,22.669
212,1981,6,4,-121.33,38.6273,87.0,23.2958
213,1981,6,4,-121.354,38.5101,79.0,23.4718
214,1981,6,4,-121.382,38.4235,62.0,23.5493
215,1981,6,4,-121.564,39.0491,54.0,24.0211
216,1981,6,4,-121.567,38.6479,68.0,23.6127
217,1981,6,4,-121.626,39.7436,110.0,21.5845
218,1981,6,4,-121.703,38.5388,78.0,23.5775
219,1981,6,4,-121.844,39.7031,66.0,24.3803
220,1981,6,4,-122.208,40.1417,83.0,24.3944
221,1981,6,4,-122.508,38.0486,73.0,20.8099
222,1981,6,4,-122.519,38.0256,75.0,20.5986
223,1981,6,4,-122.666,38.2933,77.0,21.6127
224,1981,6,4,-122.71,38.3631,81.0,21.7958
225,1981,6,5,-118.594,34.1578,126.0,20.9437
226,1981,6,9,-116.044,33.5327,21.0,31.5775
227,1981,6,9,-118.32,34.2686,136.0,22.5282
228,1981,6,9,-118.323,34.2675,136.0,22.5282
229,1981,6,10,-117.598,34.1336,189.0,23.1056
230,1981,6,10,-117.611,34.0192,133.0,23.8099
231,1981,6,10,-117.619,34.0331,134.0,23.7465
232,1981,6,10,-118.022,33.7364,80.0,21.5352
233,1981,6,11,-116.196,33.7388,23.0,31.7465
234,1981,6,11,-117.66,33.5457,70.0,21.3169
235,1981,6,11,-118.255,34.1131,125.0,23.493
236,1981,6,11,-118.258,33.9269,96.0,22.1549
237,1981,6,11,-118.329,33.8561,82.0,21.1197
238,1981,6,11,-118.331,34.1717,134.0,23.4296
239,1981,6,11,-118.958,35.1869,49.0,26.7958
240,1981,6,11,-119.115,35.3612,38.0,26.5986
241,1981,6,11,-119.323,36.2911,42.0,26.1761
242,1981,6,11,-119.708,36.3097,32.0,26.2817
243,1981,6,11,-121.629,39.1262,57.0,24.8028
244,1981,6,11,-121.667,39.2763,60.0,24.8732
245,1981,6,11,-122.021,37.8524,51.0,20.8239
246,1981,6,11,-122.07,37.9878,59.0,22.2535
247,1981,6,12,-122.311,40.5569,102.0,24.4014
248,1981,6,17,-118.422,33.9723,21.0,22.2606
249,1981,6,17,-118.441,34.2424,25.0,23.493
250,1981,6,17,-118.445,34.2617,25.0,23.4789
251,1981,6,17,-119.323,36.3201,18.0,27.0
252,1981,6,17,-119.466,36.4371,18.0,26.9225
253,1981,6,17,-121.558,39.1876,22.0,25.3521
254,1981,6,17,-121.597,39.1628,25.0,25.4577
255,1981,6,17,-121.597,39.1628,25.0,25.4577
256,1981,6,17,-121.628,39.0599,27.0,25.5563
257,1981,6,18,-119.1,35.26,19.0,27.4718
258,1981,6,18,-119.147,35.4918,13.0,27.662
259,1981,6,18,-119.318,35.8339,15.0,27.8099
260,1981,6,18,-119.323,36.2911,18.0,27.2676
261,1981,6,18,-119.47,35.73,15.0,27.7042
262,1981,6,18,-119.561,36.7069,19.0,26.8239
263,1981,6,18,-119.838,36.5364,6.0,27.1127
264,1981,6,18,-120.321,37.2581,19.0,26.1268
265,1981,6,18,-120.687,36.8902,11.0,25.0634
266,1981,6,18,-120.864,37.5983,23.0,25.5282
267,1981,6,18,-121.667,39.2763,24.0,25.8521
268,1981,6,18,-121.708,39.4175,22.0,25.8662
269,1981,6,18,-121.804,39.4378,23.0,25.9789
270,1981,6,18,-121.882,39.3033,15.0,26.0845
271,1981,6,18,-121.988,39.1731,17.0,26.1408
272,1981,6,18,-121.993,39.4617,22.0,25.993
273,1981,6,18,-122.07,37.9878,35.0,23.0352
274,1981,6,18,-122.15,40.0578,33.0,26.0915
275,1981,6,19,-121.259,37.9628,31.0,25.6972
276,1981,6,23,-120.803,37.7282,32.0,26.0352
277,1981,6,23,-121.169,38.5169,35.0,25.662
278,1981,6,23,-121.46,38.8602,27.0,25.8944
279,1981,6,24,-118.025,34.0514,18.0,24.5493
280,1981,6,24,-118.026,34.052,18.0,24.5493
281,1981,6,24,-118.054,34.0616,20.0,24.6127
282,1981,6,24,-118.056,34.0546,18.0,24.4789
283,1981,6,24,-118.489,34.1728,22.0,22.9859
284,1981,6,24,-119.027,35.3643,13.0,28.331
285,1981,6,24,-119.321,36.6084,24.0,27.6197
286,1981,6,24,-119.323,36.2911,18.0,27.9366
287,1981,6,24,-119.34,36.6141,25.0,27.6338
288,1981,6,25,-117.252,34.1659,38.0,25.8521
289,1981,6,25,-117.67,33.6639,12.0,21.9014
290,1981,6,25,-117.884,33.6282,9.0,21.0775
291,1981,6,25,-117.954,33.8155,11.0,22.7042
292,1981,6,25,-118.382,34.1514,22.0,23.5211
293,1981,6,25,-119.296,36.5231,24.0,27.8239
294,1981,6,25,-119.305,36.3347,18.0,27.9296
295,1981,6,25,-119.759,36.8214,16.0,27.3873
296,1981,6,25,-121.246,38.8018,30.0,25.0493
297,1981,6,25,-121.287,38.7228,29.0,25.3451
298,1981,6,25,-121.306,38.9044,28.0,25.4437
299,1981,6,25,-122.08,37.3872,37.0,21.1056
300,1981,6,26,-115.921,33.5108,5.0,34.5915
301,1981,6,26,-122.422,38.2406,41.0,23.2958
302,1981,6,26,-122.535,38.1111,52.0,21.9577
303,1981,6,30,-119.822,36.7522,13.0,27.7958
304,1981,6,30,-120.687,36.8902,11.0,25.7817
305,1981,7,1,-121.978,38.041,39.0,24.3944
306,1981,7,1,-122.182,37.4253,43.0,20.6479
307,1981,7,1,-122.373,40.5224,87.0,26.6831
308,1981,7,1,-122.42,38.1595,56.0,23.2535
309,1981,7,2,-117.071,33.0387,17.0,23.9225
310,1981,7,2,-117.674,34.0483,21.0,25.0915
311,1981,7,2,-117.856,33.8664,16.0,23.9296
312,1981,7,2,-118.143,34.6768,21.0,25.0141
313,1981,7,2,-118.524,34.1847,15.0,23.4014
314,1981,7,2,-119.181,35.3325,15.0,28.3732
315,1981,7,2,-119.216,36.2907,20.0,28.4789
316,1981,7,2,-120.535,37.2844,22.0,26.993
317,1981,7,2,-121.619,37.8664,37.0,25.1831
318,1981,7,2,-121.639,38.0144,39.0,25.5775
319,1981,7,2,-121.856,37.6636,39.0,22.7746
320,1981,7,2,-122.289,40.5639,92.0,26.7746
321,1981,7,2,-122.331,37.9618,57.0,21.7042
322,1981,7,2,-122.913,39.1136,62.0,24.2887
323,1981,7,3,-119.61,35.6,13.0,28.1197
324,1981,7,8,-121.856,37.6636,33.0,23.1831
325,1981,7,8,-121.932,36.9881,65.0,21.3662
326,1981,7,8,-121.989,36.9871,69.0,21.162
327,1981,7,8,-121.997,36.9875,69.0,21.162
328,1981,7,9,-115.931,33.5127,2.0,36.5
329,1981,7,9,-116.027,33.5549,2.0,36.2183
330,1981,7,9,-116.195,33.712,2.0,36.0845
331,1981,7,9,-116.258,33.7756,2.0,35.7887
332,1981,7,9,-119.506,36.7225,24.0,29.2817
333,1981,7,9,-119.534,36.7042,23.0,29.3028
334,1981,7,9,-121.061,37.7501,24.0,27.3169
335,1981,7,9,-121.082,38.4926,33.0,27.331
336,1981,7,9,-121.287,37.978,32.0,27.1338
337,1981,7,9,-121.314,37.9597,32.0,27.0915
338,1981,7,9,-121.397,38.6063,32.0,26.9507
339,1981,7,9,-121.464,38.3427,35.0,26.993
340,1981,7,9,-121.5,38.3676,35.0,26.9718
341,1981,7,9,-121.598,39.7708,71.0,24.338
342,1981,7,9,-121.692,39.3675,20.0,27.8169
343,1981,7,9,-121.792,39.7503,49.0,28.0352
344,1981,7,9,-122.34,40.3736,77.0,27.7606
346,1981,7,9,-122.53,38.0193,70.0,22.2254
347,1981,7,9,-122.543,38.0812,64.0,22.7535
348,1981,7,9,-122.896,39.1428,59.0,24.9789
349,1981,7,10,-122.402,40.6103,92.0,27.0634
350,1981,7,10,-122.777,38.9195,53.0,24.3169
351,1981,7,15,-121.209,37.7981,22.0,27.4648
352,1981,7,15,-121.375,38.397,28.0,27.2535
353,1981,7,15,-121.407,38.7256,26.0,27.2817
354,1981,7,15,-121.53,37.9414,26.0,26.5845
355,1981,7,15,-122.626,38.922,40.0,25.6197
356,1981,7,16,-118.158,34.7025,19.0,27.4155
357,1981,7,16,-119.69,36.7439,10.0,29.8662
358,1981,7,16,-120.099,36.534,2.0,29.6338
359,1981,7,16,-121.126,38.6739,10.0,26.831
360,1981,7,16,-121.126,38.6739,10.0,26.831
361,1981,7,16,-121.292,38.1484,6.0,27.5493
362,1981,7,16,-121.399,38.7284,12.0,27.331
363,1981,7,16,-121.434,38.5444,10.0,27.3028
364,1981,7,16,-121.503,38.2488,10.0,27.1901
365,1981,7,16,-121.603,38.1614,9.0,26.9437
366,1981,7,16,-121.834,39.3025,4.0,28.2606
367,1981,7,16,-121.891,39.6381,18.0,28.4366
368,1981,7,16,-121.921,37.5333,18.0,23.1761
