,year,month,day,lon,lat,raintot,tmaxavg
369,1981,7,16,-122.133,37.8328,15.0,21.4225
370,1981,7,16,-122.292,37.8667,8.0,21.6761
371,1981,7,17,-118.413,33.9776,14.0,24.5775
372,1981,7,17,-122.303,37.8981,8.0,21.9648
373,1981,7,17,-122.527,38.0803,18.0,23.4155
374,1981,7,21,-115.921,33.5108,2.0,38.669
375,1981,7,21,-116.284,33.7389,2.0,37.7606
376,1981,7,21,-121.179,37.6814,16.0,28.3169
377,1981,7,21,-122.018,38.691,12.0,28.3028
378,1981,7,21,-122.249,40.54,59.0,28.838
379,1981,7,21,-122.27,40.4761,58.0,29.1972
380,1981,7,22,-121.083,37.9361,19.0,29.0563
381,1981,7,22,-121.53,37.9414,17.0,27.6549
382,1981,7,22,-121.558,37.6347,18.0,25.8732
383,1981,7,22,-122.277,37.8986,17.0,22.1197
384,1981,7,23,-116.982,33.975,43.0,29.5563
385,1981,7,23,-117.598,34.1336,26.0,29.0141
386,1981,7,23,-117.66,33.9258,11.0,28.1197
387,1981,7,23,-118.221,34.6456,28.0,28.3239
388,1981,7,23,-118.268,34.1181,21.0,27.4225
389,1981,7,23,-118.276,34.1375,20.0,27.7042
390,1981,7,23,-118.842,34.2911,13.0,25.4155
391,1981,7,23,-119.108,36.4065,28.0,31.8662
392,1981,7,23,-119.145,36.2899,27.0,31.7958
393,1981,7,23,-119.157,35.3612,33.0,31.6056
394,1981,7,23,-119.47,36.732,14.0,31.4366
395,1981,7,23,-119.507,36.7217,13.0,31.4577
396,1981,7,23,-119.582,35.7603,24.0,31.4085
397,1981,7,23,-120.671,37.8193,22.0,29.8169
398,1981,7,23,-120.91,37.8335,18.0,29.4507
399,1981,7,23,-121.411,38.1071,16.0,28.5915
400,1981,7,24,-117.707,34.0258,14.0,28.8662
401,1981,7,24,-117.842,33.6264,21.0,23.162
402,1981,7,28,-121.544,38.9471,19.0,30.3732
403,1981,7,28,-121.757,39.1172,14.0,30.6549
404,1981,7,28,-121.757,39.1172,14.0,30.6549
405,1981,7,29,-120.982,37.5356,21.0,30.1268
406,1981,7,30,-118.268,33.8703,13.0,24.9718
407,1981,7,30,-118.291,34.1494,22.0,28.5282
408,1981,7,30,-118.481,34.1847,21.0,27.5634
409,1981,7,30,-118.493,34.1856,21.0,27.331
410,1981,7,30,-119.558,36.51,9.0,32.7465
411,1981,7,30,-120.656,36.9606,9.0,30.2254
412,1981,7,30,-121.133,37.4739,20.0,29.6197
413,1981,7,30,-121.158,37.565,18.0,29.8239
414,1981,7,30,-121.279,38.7139,24.0,29.7817
415,1981,7,30,-121.375,38.397,23.0,29.8239
416,1981,7,30,-121.393,38.5624,16.0,29.8873
417,1981,7,30,-121.567,38.6479,24.0,30.1338
418,1981,7,30,-121.929,38.7158,12.0,30.2606
419,1981,7,30,-121.967,38.8838,14.0,30.6761
420,1981,7,30,-122.921,39.0232,29.0,27.6127
421,1981,7,31,-122.921,39.0232,21.0,27.6761
422,1981,8,4,-121.278,37.6769,6.0,30.4718
423,1981,8,4,-121.342,37.9625,9.0,30.5775
424,1981,8,5,-116.303,33.715,2.0,40.2887
425,1981,8,5,-116.449,33.795,3.0,39.5211
426,1981,8,5,-117.812,34.0053,14.0,29.9648
427,1981,8,5,-121.673,38.6614,11.0,31.3873
428,1981,8,5,-121.754,39.1634,13.0,31.6901
429,1981,8,5,-121.814,38.4453,11.0,30.4789
430,1981,8,6,-118.902,34.3956,17.0,28.3592
431,1981,8,6,-119.125,34.1186,8.0,24.331
432,1981,8,6,-119.195,35.4443,34.0,34.169
433,1981,8,6,-119.279,35.9353,17.0,34.2958
434,1981,8,6,-120.124,36.809,2.0,33.2535
435,1981,8,6,-121.116,38.1217,13.0,31.5704
436,1981,8,6,-121.179,37.6814,7.0,31.0563
437,1981,8,6,-121.42,38.0414,11.0,30.5845
438,1981,8,6,-121.494,37.8744,7.0,30.0915
439,1981,8,6,-121.494,37.8744,7.0,30.0915
440,1981,8,6,-121.573,39.4233,13.0,32.0141
441,1981,8,6,-122.141,37.6647,7.0,23.9366
442,1981,8,6,-122.244,37.4022,13.0,22.3099
443,1981,8,6,-122.277,37.8986,8.0,23.7465
444,1981,8,7,-118.15,33.8386,11.0,26.3803
445,1981,8,11,-120.527,37.3386,9.0,32.9648
446,1981,8,12,-121.801,39.7019,20.0,33.1479
447,1981,8,12,-121.986,39.7475,23.0,33.162
448,1981,8,13,-117.841,33.6603,3.0,26.4507
449,1981,8,13,-118.91,35.2014,8.0,35.7465
450,1981,8,13,-119.079,35.4832,4.0,35.1831
451,1981,8,13,-119.259,35.8847,3.0,35.4085
452,1981,8,13,-119.3,36.1333,5.0,35.3028
453,1981,8,13,-120.222,36.7481,6.0,34.1479
454,1981,8,13,-121.245,38.2825,16.0,32.162
455,1981,8,13,-121.567,38.6479,13.0,32.2042
456,1981,8,13,-121.597,39.1424,14.0,32.662
457,1981,8,13,-121.68,39.2281,12.0,32.7394
458,1981,8,13,-121.68,39.2281,12.0,32.7394
459,1981,8,13,-122.508,38.0486,7.0,25.3732
460,1981,8,13,-122.508,38.0486,7.0,25.3732
461,1981,8,13,-122.71,38.3631,9.0,27.2254
462,1981,8,14,-119.653,36.7869,6.0,35.2817
463,1981,8,14,-122.141,37.6647,7.0,24.4437
464,1981,8,14,-122.564,38.1403,9.0,26.2746
465,1981,8,18,-118.15,33.8386,4.0,27.5211
466,1981,8,18,-121.294,38.13,13.0,32.4014
467,1981,8,18,-122.141,37.6647,7.0,24.5986
468,1981,8,18,-122.277,37.8986,10.0,24.3873
469,1981,8,19,-120.462,37.6622,14.0,33.9014
470,1981,8,19,-120.982,37.5356,9.0,32.8662
471,1981,8,19,-121.027,37.3164,10.0,32.2676
472,1981,8,20,-116.252,33.7173,0.0,42.6056
473,1981,8,20,-116.476,33.7936,0.0,41.3169
474,1981,8,20,-118.932,34.3922,2.0,29.6479
475,1981,8,20,-119.125,34.1186,2.0,25.3803
476,1981,8,20,-120.974,37.2914,6.0,32.3732
477,1981,8,20,-121.179,37.6814,0.0,32.5352
478,1981,8,20,-121.528,38.4192,0.0,32.2042
479,1981,8,20,-121.56,38.5056,1.0,32.3662
480,1981,8,20,-121.633,38.3347,0.0,31.9859
481,1981,8,20,-121.811,38.7328,2.0,33.0423
482,1981,8,20,-121.814,38.4453,1.0,31.9507
483,1981,8,20,-121.841,39.2936,5.0,33.4155
484,1981,8,20,-121.882,38.7968,2.0,33.1549
485,1981,8,20,-121.904,39.1134,3.0,33.3803
486,1981,8,20,-121.904,39.1134,3.0,33.3803
487,1981,8,20,-121.904,39.1134,3.0,33.3803
488,1981,8,20,-122.163,38.0742,1.0,27.6831
489,1981,8,20,-122.346,37.5606,1.0,21.5634
490,1981,8,21,-121.678,38.5928,1.0,32.7394
491,1981,8,21,-121.755,38.0734,1.0,30.8803
492,1981,8,25,-118.067,34.0549,3.0,31.9155
493,1981,8,25,-119.305,36.3347,0.0,36.0423
494,1981,8,25,-120.527,37.3386,0.0,34.0211
495,1981,8,25,-121.259,37.9628,0.0,32.7887
496,1981,8,25,-121.431,37.7456,0.0,32.0493
497,1981,8,26,-122.038,38.0103,0.0,28.8803
498,1981,8,27,-119.305,36.3347,0.0,36.1056
499,1981,8,27,-119.317,36.0667,0.0,36.1056
500,1981,8,27,-120.536,37.2853,0.0,34.0704
501,1981,8,27,-120.562,36.9633,3.0,33.8239
502,1981,8,27,-120.562,36.9633,3.0,33.8239
503,1981,8,27,-121.305,38.2918,0.0,32.7606
504,1981,8,27,-121.538,39.2356,6.0,33.8239
505,1981,8,27,-121.558,39.1876,9.0,33.7394
506,1981,8,27,-121.564,39.0491,12.0,33.5775
507,1981,8,27,-121.567,38.6479,1.0,33.0141
508,1981,8,27,-121.573,39.3258,5.0,34.007
509,1981,8,27,-121.617,39.1404,9.0,33.7183
510,1981,8,27,-121.652,39.6481,11.0,34.4155
511,1981,8,27,-121.672,39.0611,10.0,33.662
512,1981,8,27,-121.882,39.3033,6.0,33.7535
513,1981,8,27,-122.003,39.1997,5.0,33.7113
514,1981,8,27,-122.141,37.6647,0.0,24.7113
515,1981,8,30,-121.628,39.0599,11.0,33.507
516,1981,9,1,-121.747,39.495,10.0,34.0211
517,1981,9,1,-121.775,39.3178,6.0,33.6761
518,1981,9,2,-120.527,37.3386,0.0,34.0563
519,1981,9,2,-122.231,37.4828,1.0,23.5
520,1981,9,3,-120.319,36.504,0.0,33.8873
521,1981,9,3,-120.445,36.8471,0.0,34.2394
522,1981,9,3,-120.992,37.7972,0.0,33.3028
523,1981,9,3,-121.259,37.9628,0.0,32.838
525,1981,9,4,-121.004,37.355,0.0,32.9718
526,1981,9,4,-121.018,37.3164,0.0,32.6972
527,1981,9,4,-121.079,38.0225,0.0,33.4577
528,1981,9,8,-121.804,39.4378,5.0,34.1972
529,1981,9,8,-121.856,37.6636,0.0,28.4296
530,1981,9,9,-118.026,34.0509,0.0,31.9577
531,1981,9,9,-119.677,36.9186,0.0,36.169
532,1981,9,9,-120.445,36.8471,0.0,34.2324
533,1981,9,9,-120.974,37.2914,0.0,32.7535
534,1981,9,9,-121.314,37.973,0.0,32.6408
535,1981,9,9,-122.268,40.4672,28.0,35.5282
536,1981,9,9,-122.921,39.0232,10.0,31.331
537,1981,9,10,-118.029,34.1114,0.0,32.5986
538,1981,9,10,-118.059,34.6792,0.0,34.2606
539,1981,9,10,-118.632,34.2369,0.0,29.2958
540,1981,9,10,-119.631,36.3517,0.0,35.831
541,1981,9,10,-119.669,36.8118,0.0,36.0986
542,1981,9,10,-119.669,36.8147,0.0,36.0986
543,1981,9,10,-119.684,36.3183,0.0,35.7958
544,1981,9,10,-121.103,37.7424,0.0,33.0493
545,1981,9,10,-121.521,39.1274,7.0,33.7394
546,1981,9,10,-121.754,39.1634,5.0,33.7746
547,1981,9,10,-121.754,39.1634,5.0,33.7746
548,1981,9,10,-122.183,40.5552,27.0,35.4014
549,1981,9,10,-122.306,37.9219,3.0,24.331
550,1981,9,11,-119.305,36.2769,0.0,36.0845
551,1981,9,11,-119.448,36.3484,0.0,35.9296
552,1981,9,11,-120.492,37.1344,0.0,34.3239
553,1981,9,11,-120.656,36.9606,0.0,33.2958
554,1981,9,15,-121.781,38.6837,4.0,33.3803
555,1981,9,15,-122.049,38.0406,9.0,28.8662
556,1981,9,15,-122.07,37.9975,6.0,28.2042
557,1981,9,16,-121.68,39.2281,0.0,33.831
558,1981,9,17,-116.258,33.7756,0.0,41.4577
559,1981,9,17,-116.351,33.7335,0.0,40.8803
560,1981,9,17,-116.422,33.7761,0.0,40.5282
561,1981,9,17,-117.57,33.9479,0.0,32.5775
562,1981,9,17,-117.652,33.927,0.0,31.838
563,1981,9,17,-117.842,33.6264,0.0,25.5775
564,1981,9,17,-117.992,33.6814,0.0,25.4789
565,1981,9,17,-118.003,34.1135,0.0,32.2887
566,1981,9,17,-118.022,33.7364,0.0,26.3028
567,1981,9,17,-118.043,34.054,0.0,31.3873
568,1981,9,17,-118.067,34.0543,0.0,31.1549
569,1981,9,17,-118.094,33.7734,0.0,26.4014
570,1981,9,17,-118.279,33.9597,0.0,28.0211
571,1981,9,17,-118.422,33.9723,0.0,27.1127
572,1981,9,17,-118.494,34.19,0.0,29.5423
573,1981,9,17,-118.551,34.1905,0.0,29.2113
574,1981,9,17,-119.277,35.6092,0.0,35.8239
575,1981,9,17,-119.341,36.349,0.0,35.9014
576,1981,9,17,-119.593,36.5799,0.0,35.838
577,1981,9,17,-119.604,36.5829,0.0,35.8239
578,1981,9,17,-119.69,36.7439,0.0,35.8662
579,1981,9,17,-119.696,36.8673,0.0,35.9718
580,1981,9,17,-122.288,37.8978,3.0,24.1972
581,1981,9,17,-122.303,37.8981,3.0,24.0141
582,1981,9,17,-122.463,37.9907,3.0,24.5
583,1981,9,18,-121.207,38.1758,18.0,33.0563
584,1981,9,18,-121.269,38.0867,17.0,32.7746
585,1981,9,18,-121.478,38.6267,13.0,33.007
586,1981,9,18,-121.638,38.3864,10.0,32.3873
587,1981,9,18,-121.638,38.3864,10.0,32.3873
588,1981,9,19,-119.47,35.52,0.0,34.9577
589,1981,9,22,-118.045,34.0342,0.0,30.9296
590,1981,9,22,-118.594,34.1578,0.0,27.669
591,1981,9,22,-118.948,35.2008,0.0,36.0211
592,1981,9,22,-119.157,35.3612,0.0,35.6549
593,1981,9,22,-120.687,36.8902,0.0,32.5423
594,1981,9,22,-122.177,40.5511,6.0,35.2817
595,1981,9,22,-122.225,40.4544,6.0,35.4014
596,1981,9,22,-122.921,39.0232,0.0,31.1268
597,1981,9,23,-115.973,33.525,0.0,41.7746
598,1981,9,23,-116.027,33.5549,0.0,41.6338
599,1981,9,23,-116.031,33.5322,0.0,41.7606
600,1981,9,23,-117.661,33.5111,0.0,26.4859
601,1981,9,23,-118.277,34.1317,0.0,30.3169
602,1981,9,23,-119.454,35.1572,0.0,31.4437
603,1981,9,23,-120.492,37.1361,0.0,34.007
604,1981,9,23,-120.536,37.2853,0.0,33.838
605,1981,9,24,-117.611,34.1169,0.0,32.8169
606,1981,9,24,-119.125,35.3421,0.0,35.6408
607,1981,9,24,-119.453,36.7339,0.0,35.9859
608,1981,9,24,-119.726,36.8196,0.0,35.6056
609,1981,9,24,-119.726,36.8196,0.0,35.6056
610,1981,9,24,-119.838,36.5364,0.0,35.4014
611,1981,9,24,-119.887,36.8517,0.0,35.4507
612,1981,9,24,-119.887,36.8517,0.0,35.4507
613,1981,9,25,-119.11,35.16,0.0,34.8521
614,1981,9,25,-120.653,36.9578,0.0,33.0423
615,1981,9,25,-121.597,39.1424,2.0,33.6479
616,1981,9,25,-122.128,40.0969,0.0,35.338
617,1981,9,25,-122.231,37.4828,5.0,23.4225
618,1981,9,29,-119.279,35.9353,0.0,35.5845
619,1981,9,30,-119.476,36.5539,0.0,35.4437
620,1981,9,30,-121.573,39.3258,2.0,33.6901
621,1981,9,30,-121.597,39.1424,2.0,33.3873
622,1981,10,1,-118.213,33.9793,0.0,28.6479
623,1981,10,1,-118.22,33.9304,0.0,27.7676
624,1981,10,1,-118.342,33.8264,0.0,25.0
625,1981,10,1,-119.37,36.5747,0.0,35.669
626,1981,10,1,-119.49,35.7349,0.0,35.0211
627,1981,10,1,-119.603,36.5674,0.0,35.2183
628,1981,10,1,-119.625,35.7243,0.0,34.4577
629,1981,10,1,-120.984,37.7915,10.0,32.8028
630,1981,10,1,-121.194,38.7607,17.0,32.669
631,1981,10,1,-121.298,37.7757,11.0,32.338
632,1981,10,2,-120.687,36.8902,0.0,32.3803
633,1981,10,2,-121.001,37.2564,5.0,32.0282
634,1981,10,2,-121.485,37.9208,16.0,31.6408
635,1981,10,2,-121.629,39.1262,2.0,33.2254
636,1981,10,2,-121.884,38.0147,10.0,30.007
637,1981,10,6,-116.136,33.6348,0.0,41.0423
638,1981,10,6,-116.233,33.6081,0.0,40.8592
639,1981,10,6,-116.923,32.8603,0.0,31.7183
640,1981,10,6,-117.327,33.1806,0.0,26.7535
641,1981,10,6,-118.427,33.93,0.0,26.162
642,1981,10,6,-122.225,37.3786,6.0,23.5211
643,1981,10,7,-116.449,33.795,0.0,39.6056
644,1981,10,7,-122.29,40.3856,1.0,34.6901
645,1981,10,7,-122.365,40.5489,1.0,34.7113
646,1981,10,7,-122.379,40.5875,1.0,34.6901
647,1981,10,8,-117.356,34.1295,0.0,33.993
648,1981,10,8,-117.616,33.9683,0.0,31.8521
649,1981,10,8,-118.193,34.0244,0.0,29.3451
650,1981,10,8,-119.157,35.3612,0.0,34.9437
651,1981,10,8,-121.55,39.0856,3.0,32.8028
652,1981,10,8,-121.721,37.6533,13.0,29.4085
653,1981,10,8,-121.721,39.355,0.0,33.162
654,1981,10,8,-121.726,39.6478,1.0,33.8169
655,1981,10,8,-121.775,36.8019,20.0,24.1056
656,1981,10,8,-121.797,37.9939,11.0,30.1901
657,1981,10,8,-122.468,37.9971,3.0,25.2817
659,1981,10,9,-119.216,36.3051,0.0,35.0563
660,1981,10,9,-119.401,36.6783,0.0,35.162
661,1981,10,13,-119.464,36.7367,0.0,34.7254
662,1981,10,13,-119.558,36.51,0.0,34.3451
663,1981,10,13,-119.723,36.7356,0.0,34.3169
664,1981,10,13,-122.268,38.1161,0.0,27.1408
665,1981,10,14,-119.653,36.7869,0.0,34.2042
666,1981,10,14,-119.724,36.7428,0.0,34.1127
667,1981,10,14,-119.822,36.7522,0.0,33.9577
668,1981,10,14,-121.679,37.9986,0.0,29.9437
669,1981,10,15,-116.078,33.5806,0.0,40.331
670,1981,10,15,-116.383,33.715,0.0,39.0
671,1981,10,15,-117.631,33.9972,0.0,31.1761
672,1981,10,15,-117.66,34.0758,0.0,31.3169
673,1981,10,15,-119.34,36.6141,0.0,34.4296
674,1981,10,15,-119.783,36.872,0.0,33.8873
675,1981,10,15,-119.793,36.3042,0.0,33.7887
676,1981,10,15,-120.319,36.504,0.0,32.1761
677,1981,10,15,-120.567,36.9091,0.0,31.9718
678,1981,10,15,-120.866,37.7653,0.0,31.662
679,1981,10,15,-121.04,37.8712,0.0,31.4789
680,1981,10,15,-121.712,38.6103,0.0,31.3028
681,1981,10,15,-121.724,38.7969,0.0,31.6056
682,1981,10,15,-121.771,38.5536,0.0,31.1268
683,1981,10,15,-121.945,37.3562,0.0,26.3451
684,1981,10,15,-122.92,39.0232,0.0,29.838
685,1981,10,20,-121.747,39.0611,0.0,31.0282
686,1981,10,21,-121.497,38.7288,0.0,30.4155
687,1981,10,21,-121.567,38.6479,0.0,30.3521
688,1981,10,22,-116.236,33.7356,0.0,38.5423
689,1981,10,22,-118.045,34.0342,0.0,29.0704
690,1981,10,22,-119.313,36.6294,0.0,33.0634
691,1981,10,22,-119.682,36.4294,0.0,32.4789
692,1981,10,22,-120.343,36.6815,0.0,31.3521
693,1981,10,22,-121.24,37.6658,0.0,30.0352
694,1981,10,22,-122.29,40.4614,0.0,32.1831
695,1981,10,22,-122.29,40.4614,0.0,32.1831
696,1981,10,28,-117.123,32.5692,0.0,22.8521
697,1981,10,28,-121.497,39.0833,0.0,30.007
698,1981,10,28,-121.534,38.8889,0.0,29.7465
699,1981,10,29,-116.476,33.9581,0.0,34.6479
700,1981,10,29,-118.083,33.8086,0.0,25.3662
701,1981,10,29,-118.101,33.9267,0.0,27.0423
702,1981,10,29,-118.284,34.1361,0.0,28.2183
703,1981,10,29,-118.289,33.7858,0.0,23.4225
704,1981,10,29,-118.497,34.2897,0.0,27.8028
705,1981,10,29,-118.511,34.0567,0.0,25.7535
706,1981,10,29,-119.024,37.0017,0.0,17.6338
707,1981,10,29,-119.029,35.5723,0.0,31.7042
708,1981,10,29,-122.553,38.03,0.0,24.6831
709,1981,10,30,-117.633,33.9378,0.0,29.5845
710,1981,11,4,-120.995,37.6133,0.0,29.1338
711,1981,11,4,-121.004,37.355,0.0,29.1338
712,1981,11,5,-119.907,36.8439,0.0,30.8662
713,1981,11,5,-121.393,38.5624,0.0,28.7324
714,1981,11,5,-122.145,38.0203,0.0,25.8451
715,1981,11,5,-122.166,37.4561,0.0,23.8169
716,1981,11,12,-121.326,38.0161,0.0,27.9718
717,1981,11,12,-121.421,38.2167,0.0,27.8944
718,1981,11,12,-121.573,39.4233,5.0,28.8239
719,1981,11,12,-121.667,39.2763,0.0,28.6197
720,1981,11,12,-122.202,39.5389,0.0,28.7676
721,1981,11,19,-119.147,35.4918,0.0,29.162
722,1981,11,24,-118.331,34.1717,0.0,26.9718
723,1981,11,24,-118.371,34.0066,0.0,25.338
724,1981,11,25,-118.065,33.9356,0.0,26.331
725,1981,11,25,-118.065,33.9356,0.0,26.331
726,1981,11,25,-121.721,39.355,0.0,26.162
727,1981,11,25,-121.856,37.6636,0.0,24.2958
728,1981,11,26,-121.725,36.8417,0.0,23.838
729,1981,12,3,-119.844,36.8194,0.0,26.0775
730,1981,12,10,-117.22,34.1434,0.0,26.4507
731,1981,12,10,-122.943,39.1659,2.0,21.0845
732,1981,12,17,-118.615,34.4867,0.0,22.9507
733,1981,12,23,-117.591,33.4096,0.0,22.4085
734,1981,12,23,-119.462,36.7245,0.0,20.8521
735,1981,12,23,-121.856,37.6636,1.0,19.0141
736,1981,12,23,-121.97,37.8383,4.0,18.6831
738,1981,12,23,-122.381,38.2189,6.0,19.9789
739,1981,12,24,-118.231,34.0864,0.0,24.2746
740,1981,12,24,-118.255,34.1131,0.0,24.2394
741,1981,12,26,-121.301,38.1539,1.0,19.0563
